Số báo danh; Toán; Văn; Lí; Hoá; Ngoại ngữ; Sử; Địa; Sinh; GDCD;
01009001;6.75;9;7.75;;6.75;;;;;;30.25
01009002;5.5;8.5;5.35;;5;;;;;;24.35
01009003;5;9.25;;;;;;;;9.25;32.5
01009004;6;6.75;6.75;;5;;;;;;24.5
01009005;6.5;7.75;4.75;;5.75;;;;;;24.75
01009006;7.5;8.75;5.5;;5.25;;;;;;27
01009007;7.25;6.5;8;;7.25;;;;;;29
01009008;6.25;8.5;7.5;;5;;;;;;27.25
01009009;6.75;8.25;9;;6.25;;;;;;30.25
01009010;8.5;8.5;9;;7;;;;;;33
01009011;7.5;5.75;6.5;;3.25;;;;;;23
01009012;6.25;5.5;6.5;;6;;;;;;24.25
01009013;5.5;8.25;6.5;;4.5;;;;;;24.75
01009014;7.5;6.25;8.75;;7.75;;;;;;30.25
01009015;7.5;8.75;9;;6;;;;;;31.25
01009016;5.25;6.5;5.35;;4.5;;;;;;21.6
01009017;9;7.5;9;;8.25;;;;;;33.75
01009018;6.5;6.75;5.25;;5.75;;;;;;24.25
01009019;4.85;8.25;6.25;;4.75;;;;;;24.1
01009020;7.5;8;5.2;;7.75;;;;;;28.45
01009021;5.25;6.75;4.35;;6.5;;;;;;22.85
01009022;8.5;9;7.25;;9.25;;;;;;34
01009023;7.25;6.5;8.5;;8.25;;;;;;30.5
01009024;8;8.75;9;;7;;;;;;32.75
01009025;6.75;8;7.75;;7;;;;;;29.5
01009026;5.25;7.25;6.75;;5.5;;;;;;24.75
01009027;6.5;9;9;;8.5;;;;;;33
01009028;4;8.75;4.75;;4.25;;;;;;21.75
01009029;9.25;6.75;9.5;;9.25;;;;;;34.75
01009030;3.75;8.5;4.75;;3.5;;;;;;20.5
01009031;7;9;7.75;;6;;;;;;29.75
01009032;6;7;5.5;;4.25;;;;;;22.75
01009033;6;7.75;7;;6.5;;;;;;27.25
01009034;4.85;8.5;6;;5.5;;;;;;24.85
01009035;7.75;8.75;7.75;;5;;;;;;29.25
01009036;8;9.25;8.25;;5.75;;;;;;31.25
01009037;8.5;9;7.75;;7.75;;;;;;33
01009038;5.75;7.5;6.25;;4;;;;;;23.5
01009039;7.25;9.25;7.5;;7.75;;;;;;31.75
01009040;3;8.5;4.7;;5;;;;;;21.2
01009041;8;7.75;8.75;;7.5;;;;;;32
01009042;5.35;8.75;6;;7;;;;;;27.1
01009043;5.75;7.5;6.1;;6;;;;;;25.35
01009044;7.25;9;4.5;;4;;;;;;24.75
01009045;8;5.75;7.75;;5.5;;;;;;27
01009046;9;6;8;;6;;;;;;29
01009047;5;7.25;7.5;;8;;;;;;27.75
01009048;8;7.75;8;;6;;;;;;29.75
01009049;8.75;7;7;;8.75;;;;;;31.5
01009050;8.25;7;7.5;;6.75;;;;;;29.5
01009051;8.5;7.5;8.75;;6.25;;;;;;31
01009052;6;7.75;6;;5.75;;;;;;25.5
01009053;6.75;4;8.75;;7.25;;;;;;26.75
01009055;7;5.25;6;;7;;;;;;25.25
01009056;5.75;8;7.75;;5.5;;;;;;27
01009057;7.25;7.75;8;;7.25;;;;;;30.25
01009058;7.25;8.25;8;;6.5;;;;;;30
01009059;8.5;8;9;;6.75;;;;;;32.25
01009060;5.85;7.25;7;;6.25;;;;;;26.35
01009061;7;5.25;7.25;;6.5;;;;;;26
01009062;6.75;7.25;5.5;;3.5;;;;;;23
01009063;6.75;6.75;8;;7.5;;;;;;29
01009064;8;7.5;8.5;;6.5;;;;;;30.5
01009065;5.75;8.5;5.45;;6.25;;;;;;25.95
01009066;4.75;8;7;;5;;;;;;24.75
01009067;6;8.5;5.25;;8.25;;;;;;28
01009068;6.5;7.75;6.5;;5.5;;;;;;26.25
01009069;5.25;7.75;6.5;;5.25;;;;;;24.75
01009070;5.25;7.75;6;;7.75;;;;;;26.75
01009071;7.75;8.25;6.6;;7.25;;;;;;29.85
01009072;6.1;9.25;4.2;;6.75;;;;;;26.3
01009073;5.75;7.5;6.5;;6.75;;;;;;26.5
01009074;6.75;8.25;8.25;;8;;;;;;31.25
01009075;6;7.75;7.5;;7.75;;;;;;29
01009076;6.5;8.5;5.35;;8.25;;;;;;28.6
01009077;6.25;8.75;5.5;;5.5;;;;;;26
01009078;9.75;7.25;9.5;;8.75;;;;;;35.25
01009079;3.85;7.5;7.75;;7.5;;;;;;26.6
01009080;6.85;7;8.5;;8.5;;;;;;30.85
01009081;7.25;7.5;7.5;;7.5;;;;;;29.75
01009082;8.5;8.25;8.5;;8.75;;;;;;34
01009083;6;8.5;6.35;;6.75;;;;;;27.6
01009084;7.75;9.5;7.5;;4.75;;;;;;29.5
01009085;5.75;8.75;6.2;;6;;;;;;26.7
01009086;8.5;8.75;9.5;;6.75;;;;;;33.5
01009087;9;8;9.25;;6.25;;;;;;32.5
01009088;8;8;7.25;;7.5;;;;;;30.75
01009089;6.25;8.5;6.6;;6.5;;;;;;27.85
01009090;6.25;8.25;6.5;;4.5;;;;;;25.5
01009091;5.5;8.5;4.75;;4.75;;;;;;23.5
01009092;8;9;8;;7;;;;;;32
01009093;4.6;8.25;6.25;;5.75;;;;;;24.85
01009094;7;8.75;8.75;;6.25;;;;;;30.75
01009095;7;8.5;8;;4.25;;;;;;27.75
01009096;6;8.5;8.25;;5.5;;;;;;28.25
01009097;7;9;7.5;;5.5;;;;;;29
01009098;5.25;8;9;;8.5;;;;;;30.75
01009099;7.25;8;4.85;;6.75;;;;;;26.85
01009100;5.25;9;6.25;;5.75;;;;;;26.25
01009101;5;6.25;4;;3;;;;;;18.25
01009102;5.25;6.75;6.75;;3.75;;;;;;22.5
01009103;8.5;8;9;;7;;;;;;32.5
01009104;7.25;7.25;8.75;;8.75;;;;;;32
01009105;6.75;6.25;7.75;;4.75;;;;;;25.5
01009106;7;6.25;9;;6.75;;;;;;29
01009107;7.5;7;5.5;;4.5;;;;;;24.5
01009108;6.25;8;8;;7;;;;;;29.25
01009109;8.5;8;7.5;;6.25;;;;;;30.25
01009110;8.5;8;7.25;;7.5;;;;;;31.25
01009111;3.5;7.75;3.6;;6.5;;;;;;21.35
01009112;5;8;8.25;;4.5;;;;;;25.75
01009113;7.5;8.25;9.5;;7.25;;;;;;32.5
01009114;5.85;7;6.25;;5.75;;;;;;24.85
01009115;5.6;7.5;7.5;;5.25;;;;;;25.85
01009116;6.5;7;7.75;;5.25;;;;;;26.5
01009117;7.5;7.25;8.75;;5.75;;;;;;29.25
01009118;5.25;7.5;6.5;;4;;;;;;23.25
01009119;6;8;7;;5.5;;;;;;26.5
01009120;6.75;7.5;7.75;;5.25;;;;;;27.25
01009121;7.5;6.5;8.25;;7;;;;;;29.25
01009122;6.75;7.5;6.5;;6.75;;;;;;27.5
01009123;6.75;7.25;7.25;;9.5;;;;;;30.75
01009124;7.5;7;8.5;;7.75;;;;;;30.75
01009125;7;6.5;7.75;;4.5;;;;;;25.75
01009126;8;8.5;7.75;;6.25;;;;;;30.5
01009127;9;8;9.5;;7.25;;;;;;33.75
01009128;6.5;6.75;7.85;;7.25;;;;;;28.35
01009129;6.5;7;7.5;;8;;;;;;29
01009130;5.1;7.5;6.75;;5.5;;;;;;24.85
01009131;5;8;6.5;;5;;;;;;24.5
01009132;5.25;8.5;7.25;;4.75;;;;;;25.75
01009133;9.5;7;9.75;;6.5;;;;;;32.75
01009134;5.25;7.5;6;;3.25;;;;;;22
01009135;8;8.5;9.25;;9;;;;;;34.75
01009136;7.25;7.5;5.85;;7.5;;;;;;28.1
01009137;4.1;7;4.5;;4.25;;;;;;19.85
01009138;7.5;8.75;9.75;;5.25;;;;;;31.25
01009139;7.5;7.25;9.25;;8;;;;;;32
01009140;8;7.5;9.5;;7;;;;;;32
01009141;7.75;7.75;9.25;;9.5;;;;;;34.25
01009142;7.25;7;5.25;;6.5;;;;;;26
01009143;7.1;8.75;7.75;;6.25;;;;;;29.85
01009144;6.85;7.75;7.75;;4;;;;;;26.35
01009145;6.5;8.25;7.25;;5.5;;;;;;27.5
01009146;5.25;7.25;4.75;;3.75;;;;;;21
01009147;5.75;8.5;6.25;;5.75;;;;;;26.25
01009148;4.25;6.75;6;;7.75;;;;;;24.75
01009149;4.5;7.75;6.25;;5;;;;;;23.5
01009150;7.25;8;9;;7;;;;;;31.25
01009151;6;7.75;7.6;;6.25;;;;;;27.6
01009152;6;7;4.25;;6.5;;;;;;23.75
01009153;4.75;7.25;5.35;;5.25;;;;;;22.6
01009154;7.25;8.75;7.75;;5.75;;;;;;29.5
01009155;6;6;6.5;;8.5;;;;;;27
01009156;7.5;8;7.5;;6.75;;;;;;29.75
01009157;6;7.5;6.35;;5.5;;;;;;25.35
01009158;7;7.25;8.5;;6.5;;;;;;29.25
01009159;5;8.25;6;;5.5;;;;;;24.75
01009160;8;6.75;9;;4;;;;;;27.75
01009161;7.5;7.5;8.75;;5.75;;;;;;29.5
01009162;7.75;9.75;;;7.75;;7.5;;;;32.75
01009163;6;8.25;;;7.75;;9.25;;;;31.25
01009164;6.75;8.25;;;6.75;;6.5;;;;28.25
01009165;6.25;8.75;;;6.75;;8.5;;;;30.25
01009166;2.85;8.75;;;5;;6.25;;;;22.85
01009167;4.25;8.75;;;5.75;;9.25;;;;28
01009168;7.25;8.5;;;2.75;;7.5;;;;26
01009169;5.25;7.75;;;5.25;;8;;;;26.25
01009170;6.5;8.5;;;6.75;;9;;;;30.75
01009171;6.5;8.75;;;7.25;;9.25;;;;31.75
01009172;6;8.5;;;6.75;;8.75;;;;30
01009173;5.35;8.25;;;7;;9;;;;29.6
01009174;6;8.75;;;7.25;;7.75;;;;29.75
01009175;4.35;8.75;;;5.5;;7.5;;;;26.1
01009176;7.5;9;;;9;;7.25;;;;32.75
01009177;5.1;7.75;;;5;;6.6;;;;24.45
01009178;8;8.75;;;5;;7.25;;;;29
01009179;5.5;7.75;;;4.5;;6.75;;;;24.5
01009180;4;8.5;;;7.25;;6.6;;;;26.35
01009181;2.85;6.75;;;3.75;;7.25;;;;20.6
01009182;3.85;7.75;;;7.5;;5.25;;;;24.35
01009183;6.75;8.75;;;6;;6.75;;;;28.25
01009184;4;7.25;;;6.25;;6.75;;;;24.25
01009185;7;9.5;;;5.75;;8.5;;;;30.75
01009186;5.1;8;;;7.25;;8.25;;;;28.6
01009187;4.5;5;;;5.75;;6;;;;21.25
01009188;6.75;8;;;5.75;;7.85;;;;28.35
01009189;5;9;;;5;;7.25;;;;26.25
01009190;6;9.25;;;9.25;;7.75;;;;32.25
01009191;6.75;7.75;;;7.75;;7.5;;;;29.75
01009192;6.5;5.75;;;8;;7.35;;;;27.6
01009193;5.75;6.75;;;6.5;;8.5;;;;27.5
01009194;5.25;8.75;;;5.25;;8.5;;;;27.75
01009195;4.25;7.08;;;8.75;;7.25;;;;27.33
01009196;6.6;8;;;6.5;;8;;;;29.1
01009197;6.35;9;;;4.75;;8.25;;;;28.35
01009198;4.1;8.5;;;6;;6.1;;;;24.7
01009199;4.6;7.5;;;5;;7.25;;;;24.35
01009200;6.75;8.75;;;6;;7.75;;;;29.25
01009201;8;9.25;;;6.75;;9;;;;33
01009202;6.25;8.5;;;4.75;;6.85;;;;26.35
01009203;5;8.75;;;6;;7.35;;;;27.1
01009204;5.5;9;;;5.75;;6.5;;;;26.75
01009205;4;7.5;;;4;;3.75;;;;19.25
01009206;6;8.5;;;8.25;;6.5;;;;29.25
01009207;8.5;8.5;;;7.5;;6.35;;;;30.85
01009208;4.75;8.25;;;4.75;;5.75;;;;23.5
01009209;6.5;8;;;7.75;;8.5;;;;30.75
01009210;7;9;;;7;;7.25;;;;30.25
01009211;4.5;8;;;5.5;;7.75;;;;25.75
01009212;5.25;8.5;;;7.25;;8.25;;;;29.25
01009213;6.75;8.5;;;7;;8;;;;30.25
01009214;5.85;8.75;;;6.25;;9;;;;29.85
01009215;7;8;;;8.5;;7.75;;;;31.25
01009216;4;4.75;;;6.5;;5.75;;;;21
01009217;8;9;;;6.25;;7;;;;30.25
01009218;8.5;9;;;6.25;;7.25;;;;31
01009219;4.35;9;;;4.75;;8.75;;;;26.85
01009220;5.75;9;;;6;;4.55;;;;25.3
01009221;7;8.75;;;6.25;;6.25;;;;28.25
01009222;8;9;;;6;;8.5;;;;31.5
01009223;7.25;8.25;;;8.25;;8.25;;;;32
01009224;7;8.25;;;5.5;;9.75;;;;30.5
01009225;3.85;7.75;;;4.25;;6.85;;;;22.7
01009226;3.85;7.75;;;5.25;;7.1;;;;23.95
01009227;4.35;8.5;;;4.75;;6.1;;;;23.7
01009228;5;7;;;7.75;;7.35;;;;27.1
01009229;6.25;8;;;8.25;;5.6;;;;28.1
01009230;4;7.25;;;6.75;;6.5;;;;24.5
01009231;3.25;8.5;;;3.25;;4.75;;;;19.75
01009232;6.25;9;;;7.25;;9.25;;;;31.75
01009233;5.5;8.5;;;8;;8.5;;;;30.5
01009234;6.5;9;;;4.75;;5.35;;;;25.6
01009235;6.25;8.5;;;5.5;;9.25;;;;29.5
01009236;5;8.75;;;4;;6;;;;23.75
01009237;7.5;8.25;;;6;;8.75;;;;30.5
01009238;7.75;8.5;;;7;;9.5;;;;32.75
01009239;4;7.5;;;5.5;;9.25;;;;26.25
01009240;5.5;8.5;;;4.25;;5.85;;;;24.1
01009241;4.25;8.75;;;3.25;;6.1;;;;22.35
01009242;6;8.75;;;6;;8.75;;;;29.5
01009243;7.5;7.75;;;6.25;;8.75;;;;30.25
01009244;7.25;8.5;;;6.5;;7.1;;;;29.35
01009245;4.25;8.25;;;4;;4.75;;;;21.25
01009246;4.85;7;;;3.75;;6.85;;;;22.45
01009247;2.6;3.75;;;7;;9.25;;;;22.6
01009248;4.5;8.25;;;5;;7.25;;;;25
01009249;4.6;7.5;;;7;;7.25;;;;26.35
01009250;4.5;8.5;;;4.5;;5.35;;;;22.85
01009251;6;7.75;;;5;;7.5;;;;26.25
01009252;3.85;7.75;;;4.5;;4.85;;;;20.95
01009253;5.25;8.75;;;6.25;;7.25;;;;27.5
01009254;5.75;9;;;4.5;;9.25;;;;28.5
01009255;6;8.5;;;6.5;;9;;;;30
01009256;7.5;9.25;;;7.75;;8;;;;32.5
01009257;4.25;8;;;3.75;;6.75;;;;22.75
01009258;3.75;8.5;;;7.75;;9.25;;;;29.25
01009259;4.75;7.75;;;4;;7.5;;;;24
01009260;8.5;8.75;;;6;;7.5;;;;30.75
01009261;6.25;7.5;;;8.25;;9.25;;;;31.25
01009262;6.5;7.75;;;5;;9;;;;28.25
01009263;5.1;8.75;;;6.5;;7.25;;;;27.6
01009264;6.5;8.5;;;4.25;;9.75;;;;29
01009265;4.85;8.25;;;5.25;;7.25;;;;25.6
01009266;3.75;8.5;;;4.25;;6.75;;;;23.25
01009267;6.5;8.25;;;8.25;;7.85;;;;30.85
01009268;4.5;8.25;;;6.5;;6.85;;;;26.1
01009269;6.25;8.25;;;6.5;;8.5;;;;29.5
01009270;4;8.75;;;4.5;;7.25;;;;24.5
01009271;5;6.5;;;4.75;;6.1;;;;22.35
01009272;8;9;;;8.75;;7.5;;;;33.25
01009273;6.75;7.5;;;5.25;;7.25;;;;26.75
01009274;5.25;6.75;;;3.75;;7.5;;;;23.25
01009275;6.25;7.75;;;7.25;;5.75;;;;27
01009276;5;6.75;;;5.25;;7.35;;;;24.35
01009277;5.5;7.5;;;6.75;;6.5;;;;26.25
01009278;2.85;7.25;;;6.75;;4.25;;;;21.1
01009279;5.5;8.25;;;4.75;;7.75;;;;26.25
01009280;5.25;8.5;;;7.75;;5.75;;;;27.25
01009281;8;9;;;7;;7.5;;;;31.5
01009282;7.6;8.5;;;6.75;;8.5;;;;31.35
01009283;4.75;9;;;3.25;;5.85;;;;22.85
01009284;3.85;7.25;;;7.25;;6;;;;24.35
01009285;3.35;7.75;;;4;;5.35;;;;20.45
01009286;4.75;8.75;;;7.5;;9.75;;;;30.75
01009287;6.75;9;;;4;;9.5;;;;29.25
01009288;6.25;8.5;;;5.75;;5.75;;;;26.25
01009289;7;8.75;;;8;;7.25;;;;31
01009290;5;7.5;;;8.25;;7.25;;;;28
01009291;5.25;7.25;;;4;;6.75;;;;23.25
01009292;4.35;8.5;;;4.5;;4.75;;;;22.1
01009293;3.6;7.5;;;5;;8;;;;24.1
01009294;5.75;8.25;;;6.75;;8;;;;28.75
01009295;6.25;8.5;;;5.5;;9.75;;;;30
01009296;7.25;8.5;;;5;;6.25;;;;27
01009297;6.75;8.75;;;6;;7.25;;;;28.75
01009298;7.5;8.25;;;9;;6.75;;;;31.5
01009299;7.25;8.25;;;7;;8.25;;;;30.75
01009300;6;8.5;;;5.75;;5.6;;;;25.85
01009301;4;8;;;6.25;;8.5;;;;26.75
01009302;6.75;9.25;;;7.25;;7.75;;;;31
01009303;4;7.75;;;4.5;;6.25;;;;22.5
01009304;5.85;8.25;;;5.5;;6.75;;;;26.35
01009305;7;7.75;;;4.75;;6.5;;;;26
01009306;7.5;9.25;;;8;;7.1;;;;31.85
01009307;5.75;8.25;;;6.25;;5.75;;;;26
01009308;6;9;;;6;;6.5;;;;27.5
01009309;3.25;6;;;4;;2.95;;;;16.2
01009310;5.25;6.25;;;7.5;;8.75;;;;27.75
01009311;5.25;8;;;5.75;;5.75;;;;24.75
01009312;4.6;8.5;;;4.5;;5.25;;;;22.85
01009313;3.75;8;;;6.75;;5.35;;;;23.85
01009314;8;8.5;;;6.5;;8.75;;;;31.75
01009315;8;8.75;;;5.5;;6.25;;;;28.5
01009316;5.85;8.75;;;8.5;;8.25;;;;31.35
01009317;5.5;8.25;;;4.5;;7.25;;;;25.5
01009318;7.5;8.5;;;4.75;;7.25;;;;28
01009319;5.35;9;;;6.25;;8.25;;;;28.85
01009320;6.75;8.75;;;6.25;;9.75;;;;31.5
01009321;5.75;9.25;;;5.5;;7.6;;;;28.1
01009322;5.75;9;;;5.25;;8;;;;28
01009323;6;9;;;6.25;;7.75;;;;29
01009324;5.25;8;;;6.75;;8.5;;;;28.5
01009325;6.75;8.5;;;5.25;;8;;;;28.5
01009326;5.25;8.25;;;4.75;;6.1;;;;24.35
01009327;4;7.75;;;5;;6.85;;;;23.6
01009328;5.6;8.75;;;7;;8.5;;;;29.85
01009329;3.1;8.5;;;4;;5.5;;;;21.1
01009330;5.75;9;;;7.5;;7.6;;;;29.85
01009331;3.85;6.25;;;3.75;;4.85;;;;18.7
01009332;6.5;9;;;5;;7.1;;;;27.6
01009333;7.25;8.5;;;6.75;;9;;;;31.5
01009334;5.75;8.25;;;4.5;;4.95;;;;23.45
01009335;5.75;8.25;;;5.75;;8.75;;;;28.5
01009336;5.75;8.75;;;5;;5.6;;;;25.1
01009337;5.5;9.25;;;6.75;;7;;;;28.5
01009338;4.75;8;;;4.5;;7.75;;;;25
01009339;6;8.5;;;7.25;;8;;;;29.75
01009340;6.75;8.75;;;6.75;;8.25;;;;30.5
01009341;7.5;8.5;;;7;;6.25;;;;29.25
01009342;5.85;8.5;;;5;;8.1;;;;27.45
01009343;5;8.25;;;4;;5.45;;;;22.7
01009344;5.85;8.75;;;3.5;;7.5;;;;25.6
01009345;6.5;9.25;;;6.5;;7;;;;29.25
01009346;5.75;8.75;;;7;;7.5;;;;29
01009347;4.5;9.25;;;5.75;;6.1;;;;25.6
01009348;5.35;9.5;;;6.75;;6.6;;;;28.2
01009349;5.5;8.75;;;7;;6.75;;;;28
01009350;6.25;8.75;;;6.25;;10;;;;31.25
01009351;6.25;8.75;;;4.75;;6.75;;;;26.5
01009352;8;8.5;;;7.25;;9;;;;32.75
01009353;6.5;8.5;;;8.75;;8;;;;31.75
01009354;3.6;7.5;;;6.75;;7.25;;;;25.1
01009355;4.95;8;;;5.5;;7.85;;;;26.3
01009356;6.25;8.25;;;6.5;;9.25;;;;30.25
01009357;6.25;8.75;;;4.5;;9.5;;;;29
01009358;3.75;7.75;;;6.5;;9.5;;;;27.5
01009359;6.5;8.25;;;6.5;;6.6;;;;27.85
01009360;5;8.25;;;5;;5.85;;;;24.1
01009361;6;8.75;;;6.5;;8.25;;;;29.5
01009362;6.6;8.5;;;6.25;;8;;;;29.35
01009363;7.5;8.5;;;6.5;;7.1;;;;29.6
01009364;3.6;8.5;;;4.75;;6.25;;;;23.1
01009365;4.5;8;;;3;;5.85;;;;21.35
01009366;3.6;7.5;;;5.5;;5.95;;;;22.55
01009367;7.25;8.25;;;5.75;;7.75;;;;29
01009368;5.75;8.25;;;7.25;;8.75;;;;30
01009369;3.85;7.16;;;4.75;;5.85;;;;21.61
01009370;6.1;8.5;;;6.75;;8;;;;29.35
01009371;5.5;8.25;;;5.25;;4.45;;;;23.45
01009372;5.25;7.5;;;4.25;;6.25;;;;23.25
01009373;4.1;8.5;;;4.75;;7.5;;;;24.85
01009374;5.5;9;;;7.5;;7.75;;;;29.75
01009375;3.75;8.25;;;8;;9.25;;;;29.25
01009376;6.5;9;;;7.25;;7.5;;;;30.25
01009377;7.25;8.75;;;7;;7.5;;;;30.5
01009378;7;8.5;;;8.25;;7.25;;;;31
01009379;7.1;9;;;6;;8.25;;;;30.35
01009380;3.5;9;;;4;;6.35;;;;22.85
01009381;4.75;8.75;;;5.25;;9.25;;;;28
01009382;7.5;9;;;6.5;;7.75;;;;30.75
01009383;5.5;8.5;;;5.5;;5.95;;;;25.45
01009384;3.1;8;;;4.75;;6;;;;21.85
01009385;5.5;8.25;;;4.5;;7;;;;25.25
01009386;7;8.25;;;4.25;;7.1;;;;26.6
01009387;5.1;8.25;;;7;;5;;;;25.35
01009388;4.6;6.75;;;5.5;;8.75;;;;25.6
01009389;4.85;8;;;5.75;;8.5;;;;27.1
01009390;4.75;8.75;;;5.5;;5.25;;;;24.25
01009391;4.6;8.75;;;6;;4.75;;;;24.1
01009392;3.85;8.25;;;4.5;;5.35;;;;21.95
01009393;7;9;;;6;;8.85;;;;30.85
01009394;5.25;9;;;8.5;;7.1;;;;29.85
01009395;6.5;8.75;;;6;;6.5;;;;27.75
01009396;5.75;9;;;6.25;;8.5;;;;29.5
01009397;5.25;9.25;;;8.25;;8;;;;30.75
01009398;5.75;9.25;;;8.5;;9;;;;32.5
01009399;5.35;8.5;;;4.5;;6.6;;;;24.95
01009400;7.5;8;;;5.25;;8;;;;28.75
01009401;4;9;;;4.25;8.75;;;;;26
01009402;7;9.25;;;7.75;8.25;;;;;32.25
01009403;7.5;8.5;;;6.5;9.75;;;;;32.25
01009404;5.5;8;;;7.25;6.75;;;;;27.5
01009405;6.25;9;;;7.5;7.25;;;;;30
01009406;5.5;8.5;;;4.75;7.5;;;;;26.25
01009407;4;8.5;;;6.25;7.5;;;;;26.25
01009408;7.1;9.25;;;6.5;8.75;;;;;31.6
01009409;6.25;8.25;;;6.25;6.25;;;;;27
01009410;4.5;7.25;;;2.75;5.5;;;;;20
01009411;4.35;7.75;;;6.75;5.5;;;;;24.35
01009412;6.25;9;;;5;7.75;;;;;28
01009413;5.25;8.5;;;5.75;8.75;;;;;28.25
01009414;6.75;8.75;;;8.75;8.5;;;;;32.75
01009415;6.25;8.75;;;7.5;7.35;;;;;29.85
01009416;4;7.5;;;9.5;6.5;;;;;27.5
01009417;4.45;7;;;4.5;7.75;;;;;23.7
01009418;5.35;8.25;;;4.25;7.5;;;;;25.35
01009419;7.25;9;;;6;6.75;;;;;29
01009420;6.75;8.75;;;4.5;7;;;;;27
01009421;3;7.75;;;6.5;6.25;;;;;23.5
01009422;6.5;8.75;;;8;8.5;;;;;31.75
01009423;6.25;9;;;6;9;;;;;30.25
01009424;6.25;9;;;7.5;8.1;;;;;30.85
01009425;7;9.5;;;7;6.75;;;;;30.25
01009426;5.25;9.25;;;6.25;8.25;;;;;29
01009427;3.35;8.25;;;7.75;7.5;;;;;26.85
01009428;3.2;7;;;3.75;4.85;;;;;18.8
01009429;3.2;9;;;4.5;4.1;;;;;20.8
01009430;5.25;7.25;;;3.75;8.25;;;;;24.5
01009431;6;8.75;;;5;8.25;;;;;28
01009432;5.25;8.5;;;4.5;6.25;;;;;24.5
01009433;6;7.75;;;5.25;7.25;;;;;26.25
01009434;6.25;7;;;6;4.5;;;;;23.75
01009435;3.5;7.75;;;4.5;5.75;;;;;21.5
01009436;5.85;7;;;3.75;6.1;;;;;22.7
01009437;5.25;8.5;;;3.75;8;;;;;25.5
01009438;3.85;6;;;4;6.5;;;;;20.35
01009439;6.5;9;;;7;8.75;;;;;31.25
01009440;4.5;7.25;;;5.75;8;;;;;25.5
01009441;4.6;8.25;;;7.25;8.5;;;;;28.6
01009442;4.5;7.25;;;6.5;7.75;;;;;26
01009443;4.85;9;;;7;6.5;;;;;27.35
01009444;4.5;6.75;;;5;7.35;;;;;23.6
01009445;7.25;8.75;;;5;8.25;;;;;29.25
01009446;6;8.5;;;6.5;8.75;;;;;29.75
01009447;6.25;8.5;;;6.5;8;;;;;29.25
01009448;1.75;5;;;4;4.75;;;;;15.5
01009449;6.1;8;;;6.75;8;;;;;28.85
01009450;6;9;;;5.75;8;;;;;28.75
01009451;5.6;8;;;5.25;5.75;;;;;24.6
01009452;5.25;8.25;;;3.5;7.75;;;;;24.75
01009453;5.75;8;;;6.25;6.85;;;;;26.85
01009454;5.75;8;;;5.75;7.25;;;;;26.75
01009455;2.85;7.5;;;7.25;6.5;;;;;24.1
01009456;5.1;8;;;5.5;7.5;;;;;26.1
01009457;6.25;8;;;3.5;6.1;;;;;23.85
01009458;5.75;8;;;6;6.6;;;;;26.35
01009459;6.25;7.25;;;3.75;6.85;;;;;24.1
01009460;7.25;8;;;6.5;8.5;;;;;30.25
01009461;5.5;8;;;9;6.5;;;;;29
01009462;4.75;8;;;4.25;7.5;;;;;24.5
01009463;5.25;9.5;;;5.5;6.75;;;;;27
01009464;6;7.75;;;5;8;;;;;26.75
01009465;4.25;8.5;;;7.5;8.25;;;;;28.5
01009466;4.85;8;;;3.75;5.45;;;;;22.05
01009467;5;9.5;;;7.5;7.75;;;;;29.75
01009468;5.25;9;;;6;7.25;;;;;27.5
01009469;4.5;8.5;;;7.5;5.5;;;;;26
01009470;7.5;9;;;6;8;;;;;30.5
01009471;4.35;9;;;5.75;6.25;;;;;25.35
01009472;3.6;7.75;;;6.25;8.25;;;;;25.85
01009473;5.75;9.75;;;5.25;7.5;;;;;28.25
01009474;6.75;9.75;;;6.5;8;;;;;31
01009475;4.85;8.75;;;7.25;6.25;;;;;27.1
01009476;6.6;9.25;;;5.25;7;;;;;28.1
01009477;6.1;9.5;;;5.75;9.25;;;;;30.6
01009478;4;9;;;4.75;6;;;;;23.75
01009479;5.5;8.25;;;4.5;3.85;;;;;22.1
01009480;4.85;8.75;;;5.5;8.75;;;;;27.85
01009481;3.5;8;;;6;5.75;;;;;23.25
01009482;4.35;9.25;;;4.5;7;;;;;25.1
01009483;6.85;9.5;;;6.25;8;;;;;30.6
01009484;7.5;8.75;;;8.25;7.75;;;;;32.25
01009485;5.25;8;;;2.75;4.05;;;;;20.05
01009486;6.75;8.25;;;5.25;6.75;;;;;27
01009487;4.5;7.5;;;3.25;6.75;;;;;22
01009488;4.5;7.75;;;4.25;5;;;;;21.5
01009489;6;8.5;;;3.75;7;;;;;25.25
01009490;8;9.25;;;6.75;6.6;;;;;30.6
01009491;5.1;7.75;;;5.75;8;;;;;26.6
01009492;3.35;7.75;;;4.75;5.25;;;;;21.1
01009493;6;7.75;;;4.75;7.5;;;;;26
01009494;5;8;;;3.75;6;;;;;22.75
01009495;8.75;8.5;;;7.75;8.25;;;;;33.25
01009496;5.85;7.5;;;4.25;6.75;;;;;24.35
01009497;7;9.25;;;7.25;7.6;;;;;31.1
01009498;4.35;8;;;7.25;8;;;;;27.6
01009499;6.75;8.5;;;5.75;6.25;;;;;27.25
01009500;5;7.75;;;6;6.1;;;;;24.85
01009501;6;7.25;;;8.25;5.75;;;;;27.25
